fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_red,type_white
0.371900826446281,0.21999999999999997,0.30722891566265065,0.02147239263803681,0.061461794019933555,0.03472222222222222,0.4631336405529954,0.11355311355311315,0.23255813953488325,0.1853932584269663,0.49275362318840576,0.0,1.0
0.30578512396694213,0.16666666666666669,0.16867469879518077,0.06595092024539878,0.054817275747508304,0.06944444444444443,0.3433179723502304,0.12994023520339226,0.4961240310077515,0.19662921348314605,0.42028985507246386,0.0,1.0
0.23966942148760328,0.12666666666666665,0.1987951807228916,0.046012269938650305,0.04152823920265781,0.027777777777777776,0.08986175115207373,0.083477925583189,0.2790697674418601,0.10112359550561799,0.3623188405797102,0.0,1.0
0.18181818181818177,0.17333333333333334,0.1927710843373494,0.04907975460122699,0.05813953488372092,0.041666666666666664,0.2534562211981567,0.0765374975901274,0.5193798449612403,0.12359550561797754,0.5507246376811596,0.0,1.0
0.16528925619834706,0.18666666666666665,0.22891566265060243,0.004601226993865032,0.046511627906976744,0.006944444444444444,0.15898617511520738,0.06342780026990624,0.4341085271317824,0.06741573033707866,0.49275362318840576,0.0,1.0
0.2644628099173554,0.09999999999999999,0.2530120481927711,0.06901840490797545,0.054817275747508304,0.12499999999999999,0.31797235023041476,0.1555812608444178,0.6046511627906974,0.20786516853932585,0.3188405797101448,0.0,1.0
0.23140495867768585,0.05333333333333333,0.21084337349397592,0.018404907975460124,0.054817275747508304,0.08680555555555555,0.22811059907834103,0.04839020628494595,0.3643410852713176,0.29775280898876405,0.63768115942029,0.0,1.0
0.2727272727272727,0.4,0.0,0.024539877300613498,0.10631229235880398,0.03819444444444444,0.036866359447004615,0.1887410834779253,0.5891472868217051,0.15730337078651685,0.18840579710144945,1.0,0.0
0.30578512396694213,0.3266666666666666,0.012048192771084338,0.03067484662576687,0.11295681063122924,0.03472222222222222,0.06682027649769585,0.16310005783689974,0.4961240310077515,0.2247191011235955,0.4057971014492754,1.0,0.0
0.512396694214876,0.22666666666666663,0.30120481927710846,0.04294478527607362,0.16279069767441862,0.02083333333333333,0.03456221198156682,0.2080200501253131,0.4186046511627901,0.39887640449438205,0.5507246376811596,1.0,0.0
0.42148760330578505,0.08666666666666666,0.20481927710843376,0.09969325153374232,0.046511627906976744,0.1111111111111111,0.3317972350230415,0.17524580682475488,0.29457364341085235,0.1292134831460674,0.24637681159420288,0.0,1.0
0.3553719008264462,0.11333333333333333,0.22891566265060243,0.04907975460122699,0.06976744186046512,0.059027777777777776,0.2834101382488479,0.10969732022363843,0.37984496124030986,0.08988764044943821,0.5072463768115942,0.0,1.0
0.3305785123966941,0.27999999999999997,0.10240963855421688,0.015337423312883437,0.1212624584717608,0.06944444444444443,0.22119815668202766,0.1713900134952766,0.5193798449612403,0.14606741573033705,0.21739130434782616,1.0,0.0
0.23140495867768585,0.12000000000000001,0.12650602409638556,0.035276073619631906,0.028239202657807307,0.16319444444444445,0.2764976958525346,0.0728744939271273,0.387596899224806,0.08988764044943821,0.4782608695652175,0.0,1.0
0.2479338842975206,0.17333333333333334,0.26506024096385544,0.09202453987730061,0.07142857142857142,0.09374999999999999,0.3456221198156682,0.16175053017158447,0.3255813953488369,0.10674157303370786,0.2318840579710144,0.0,1.0
0.38842975206611563,0.06666666666666667,0.18072289156626506,0.007668711656441719,0.03156146179401993,0.11458333333333333,0.20506912442396313,0.10815500289184499,0.08527131782945707,0.07865168539325841,0.28985507246376807,0.0,1.0
0.07438016528925623,0.04333333333333332,0.1746987951807229,0.006134969325153375,0.054817275747508304,0.11805555555555555,0.1935483870967742,0.07113938692886279,0.8062015503875966,0.15168539325842695,0.4782608695652175,0.0,1.0
0.2148760330578512,0.11333333333333333,0.1927710843373494,0.004601226993865032,0.04152823920265781,0.13541666666666669,0.24884792626728108,0.0776942355889716,0.45736434108527124,0.20224719101123595,0.4057971014492754,0.0,1.0
0.3471074380165289,0.22666666666666663,0.10240963855421688,0.02147239263803681,0.10631229235880398,0.017361111111111112,0.027649769585253458,0.1945247734721427,0.44186046511627897,0.2191011235955056,0.17391304347826075,1.0,0.0
0.2975206611570248,0.06666666666666667,0.21686746987951808,0.19171779141104295,0.07807308970099668,0.2465277777777778,0.3617511520737327,0.24850588008482788,0.5426356589147283,0.07303370786516854,0.1594202898550725,0.0,1.0
0.2479338842975206,0.04666666666666666,0.1927710843373494,0.12576687116564417,0.08139534883720931,0.0798611111111111,0.23963133640552997,0.1945247734721427,0.527131782945736,0.10112359550561799,0.11594202898550732,0.0,1.0
0.1900826446280991,0.11333333333333333,0.29518072289156627,0.10736196319018404,0.07142857142857142,0.22916666666666666,0.5069124423963133,0.1636784268363236,0.3410852713178292,0.14044943820224715,0.1304347826086958,0.0,1.0
0.2644628099173554,0.05333333333333333,0.18072289156626506,0.03067484662576687,0.05647840531561461,0.11458333333333333,0.1935483870967742,0.06477732793522151,0.12403100775193776,0.14044943820224715,0.4637681159420288,0.0,1.0
0.2644628099173554,0.18666666666666665,0.1927710843373494,0.14493865030674846,0.059800664451827246,0.12499999999999999,0.28801843317972353,0.12357817620975453,0.2868217054263562,0.06179775280898876,0.536231884057971,0.0,1.0
0.19834710743801653,0.24,0.10843373493975904,0.10889570552147239,0.14451827242524917,0.09374999999999999,0.4700460829493088,0.20435704646230946,0.6511627906976742,0.28089887640449435,0.17391304347826075,0.0,1.0
0.4380165289256197,0.13333333333333336,0.29518072289156627,0.02147239263803681,0.0830564784053156,0.03125,0.24423963133640553,0.16753422016579833,0.33333333333333304,0.1348314606741573,0.30434782608695654,0.0,1.0
